,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19770513,0.58,0.46,0.4,0.1,0.4,0.36
19770516,0.36,0.39,0.32,0.62,0.45,0.37
19770517,0.29,0.02,0.19,0.2,0.14,0.47
19770518,0.52,0.5,0.5,0.61,0.44,0.52
19770519,-0.06,-0.13,0.08,-0.49,-0.25,-0.41
19770520,-0.21,-0.03,-0.09,-0.6,-0.23,-0.47
19770523,-0.88,-0.85,-1.01,-0.94,-1.07,-1.28
19770524,-0.64,-0.59,-0.68,-0.76,-0.55,-0.23
19770525,-0.7,-0.58,-0.68,-0.75,-0.81,-0.9
19770526,-0.01,-0.05,0.06,-0.08,0.12,0.41
19770527,-0.31,-0.12,-0.27,-0.64,-0.42,-0.94
19770531,-0.73,-0.33,-0.52,-0.38,-0.17,-0.11
19770601,0.64,0.38,0.48,0.78,0.58,1.01
19770602,0.06,0.12,-0.14,-0.02,0.09,-0.36
19770603,0.66,0.51,0.63,0.79,0.91,1.01
19770606,-0.29,-0.08,0.03,-0.42,-0.35,-0.48
19770607,0.23,0.17,0.32,0.63,0.28,0.66
19770608,0.57,0.45,0.49,0.67,0.47,0.54
19770609,0.2,0.21,0.37,-0.18,0.05,-0.07
19770610,0.77,0.42,0.68,0.31,0.27,0.26
19770613,0.05,0.22,0.27,0.13,0.3,0.5
19770614,0.61,0.41,0.59,0.86,0.84,1.37
19770615,-0.05,0.12,0.04,-0.34,-0.12,-0.27
19770616,0.33,0.26,0.43,0.31,0.3,0.27
19770617,0.28,0.24,0.49,0.21,0.18,0.08
19770620,0.42,0.3,0.29,0.29,0.52,0.49
19770621,0.22,0.18,0.17,0.34,0.26,0.46
19770622,0.11,0.07,0.09,-0.21,-0.22,-0.23
19770623,0.69,0.58,0.56,0.21,0.1,0.26
19770624,0.78,0.55,0.8,0.38,0.43,0.73
19770627,0.22,0.11,0.19,-0.26,-0.2,-0.02
19770628,-0.47,-0.17,-0.36,-0.76,-0.66,-0.89
19770629,0.28,0.11,0,-0.06,-0.08,-0.05
19770630,0.71,0.48,0.72,0.44,0.24,0.36
19770701,0.19,0.37,0.24,-0.22,-0.23,-0.41
19770705,0.07,0.31,0.3,-0.01,-0.04,0.07
19770706,-0.22,-0.13,-0.21,-0.41,-0.52,-0.48
19770707,0.25,0.29,0.45,0.27,0.34,0.36
19770708,0.4,0.39,0.55,0.23,0,-0.22
19770711,-0.03,0.05,-0.04,-0.13,-0.27,-0.33
19770712,0.1,0.01,-0.02,-0.15,-0.07,-0.09
19770713,0.14,0.17,0.12,-0.04,0.16,0.28
19770715,0.62,0.36,0.45,0.34,0.45,0.93
19770718,0.3,0.3,0.52,0.47,0.54,0.89
19770719,0.35,0.49,0.51,0.66,0.65,0.7
19770720,-0.2,0.08,0.01,0.04,0.01,-0.01
19770721,0.1,0.03,0.13,-0.18,-0.16,-0.02
19770722,0.39,0.21,0.31,0.08,0.19,-0.04
19770725,-0.35,-0.42,-0.2,-0.77,-0.5,-0.84
19770726,-0.41,-0.24,-0.57,-0.36,-0.43,-0.66
19770727,-1.63,-1.37,-1.81,-1.62,-1.62,-1.57
19770728,-0.41,-0.27,-0.2,-0.24,0.13,0.05
19770729,-0.22,-0.11,-0.18,-0.02,0.11,-0.02
19770801,0.06,0.23,0.2,0.34,0.33,0.46
19770802,-0.43,-0.41,-0.67,-0.71,-0.55,-0.63
19770803,-0.47,-0.41,-0.35,-0.33,-0.16,-0.12
19770804,0.46,0.58,0.61,0.57,0.47,0.53
19770805,0.23,0.26,0.41,0.2,0.08,-0.16
19770808,-0.66,-0.36,-0.43,-0.55,-0.57,-0.64
19770809,0.07,-0.01,0.13,0.17,0.07,0.06
19770810,0.52,0.26,0.68,0.79,0.7,0.83
19770811,-0.07,0,0.05,-0.38,-0.47,-0.81
19770812,-0.24,-0.13,-0.18,-0.36,-0.39,-0.2
19770815,-0.21,0.03,0.02,-0.08,0.15,0.52
19770816,-0.11,0.04,-0.19,-0.46,-0.34,-0.37
19770817,-0.06,-0.19,-0.02,-0.25,-0.07,0.14
19770818,0.05,0.16,0.05,0.05,-0.01,0.02
19770819,-0.02,-0.17,0.04,-0.31,-0.26,-0.16
19770822,-0.07,0.08,0.46,0.04,0.35,0.37
19770823,0.01,0.05,0.08,-0.07,0,-0.3
19770824,0,-0.17,-0.19,-0.35,-0.3,-0.51
19770825,-0.57,-0.48,-0.67,-0.85,-0.79,-1.11
19770826,-0.15,-0.21,-0.28,-0.14,-0.17,0.09
19770829,0.43,0.59,0.64,0.85,0.7,1
19770830,-0.31,-0.16,-0.34,-0.11,-0.54,-0.57
19770831,0.11,-0.04,-0.01,0.07,0.28,0.4
19770901,0.53,0.47,0.62,0.15,0.21,0.02
19770902,0.69,0.45,0.66,0.67,0.6,0.7
19770906,-0.02,0.06,-0.01,0.2,0.11,0.29
19770907,0.35,0.22,0.25,0.02,0.28,0.39
19770908,-0.1,-0.19,-0.1,-0.42,-0.45,-0.99
19770909,-0.34,-0.47,-0.49,-0.81,-0.84,-0.95
19770912,-0.41,-0.25,-0.21,-0.56,-0.16,-0.32
19770913,-0.12,-0.09,0.01,-0.1,0.01,0.12
19770914,0.23,0.14,0.33,0.36,0.39,0.46
19770915,0.22,0.36,0.42,0.2,0.35,0.36
19770916,0.2,-0.05,-0.05,-0.36,-0.2,-0.4
19770919,-0.56,-0.35,-0.34,-0.7,-0.53,-0.66
19770920,-0.01,-0.06,-0.03,-0.25,-0.03,0.23
19770921,-0.56,-0.45,-0.57,-0.82,-0.58,-0.88
19770922,-0.31,-0.11,-0.13,-0.26,-0.04,0.05
19770923,0.25,0.16,0.18,0.04,-0.06,-0.05
19770926,-0.08,0,0.16,-0.09,0.21,0.54
19770927,-0.09,-0.06,-0.07,-0.17,-0.02,-0.19
19770928,-0.11,0.08,0.13,0.01,-0.05,0.16
19770929,0.39,0.42,0.43,0.78,0.59,0.45
19770930,0.58,0.66,0.7,0.9,0.74,0.64
19771003,0.46,0.33,0.23,0.17,0.21,0.4
19771004,-0.18,-0.21,-0.3,-0.61,-0.72,-0.61
19771005,-0.19,-0.19,-0.18,-0.23,-0.51,-0.28
19771006,0.36,0.33,0.43,0.58,0.31,0.38
19771007,0.24,0.32,0.41,0.08,0.01,-0.1
19771010,0.06,0.02,-0.04,-0.16,-0.14,-0.23
19771011,-0.53,-0.33,-0.41,-0.78,-0.75,-0.85
19771012,-1.36,-1.24,-1.46,-0.91,-1.02,-1.18
19771013,-1.04,-0.69,-0.95,-0.91,-0.75,-0.46
19771014,0.16,0.15,-0.06,0.14,0.09,0
19771017,-0.39,0,-0.22,-0.38,-0.12,0.09
19771018,0.12,0.35,0.24,0.11,0.05,-0.15
19771019,-0.83,-0.34,-0.88,-0.82,-1.32,-1
19771020,-0.03,0,-0.06,0.31,0.27,0.2
19771021,0.13,-0.02,0.04,-0.44,-0.22,-0.19
19771024,-0.83,-0.48,-0.65,-0.93,-0.82,-0.72
19771025,-1.14,-1.05,-1.2,-0.85,-0.83,-0.66
19771026,0.51,0.58,0.63,1.31,1.06,1.01
19771027,0.24,0.58,0.54,0.35,0.31,0.44
19771028,0.57,0.38,0.6,0.44,0.35,0.32
19771031,0.16,0.17,0.15,-0.12,-0.14,-0.32
19771101,-0.71,-0.51,-1.03,-0.98,-0.91,-1.06
19771102,-0.25,-0.43,-0.23,-0.67,-0.41,-0.73
19771103,0.05,0.18,0.1,0.16,0.17,0.21
19771104,1.17,0.86,1.06,0.83,0.76,1.17
19771107,0.59,0.92,0.99,0.96,0.88,0.78
19771108,0.38,0.35,0.46,0.35,0.27,0.07
19771109,0.67,0.61,0.61,0.53,0.52,0.5
19771110,1.45,1.32,1.97,1.92,1.92,2.11
19771111,0.99,0.97,1.07,1.54,1.32,1.32
19771114,-0.16,0,-0.03,-0.45,-0.36,-0.76
19771115,0.37,0.74,0.82,0.61,0.73,0.65
19771116,0.17,0.07,0.19,-0.26,-0.3,-0.43
19771117,0.59,0.44,0.42,-0.24,-0.23,-0.34
19771118,0.53,0.66,0.63,0.32,0.14,0.28
19771121,0.02,0.18,0.11,-0.06,0,-0.14
19771122,0.79,0.66,0.67,0.74,0.82,1.05
19771123,0.86,0.71,0.83,0.66,0.5,0.64
19771125,0.58,0.53,0.57,0.44,0.36,0.18
19771128,-0.43,-0.17,-0.16,-0.49,-0.53,-0.64
19771129,-0.85,-0.85,-0.97,-1.42,-1.33,-1.62
19771130,0.37,0.21,0.05,0.15,0.2,0.2
19771201,0.55,0.53,0.64,-0.14,0.06,-0.04
19771202,0.58,0.23,0.47,0.12,0.09,-0.21
19771205,-0.24,0.02,-0.02,-0.4,-0.36,-0.4
19771206,-1.39,-1.22,-1.51,-1.42,-1.5,-1.58
19771207,-0.1,-0.13,-0.13,-0.24,-0.11,-0.09
19771208,0.12,0.3,0.19,0.04,0.2,0.3
19771209,0.84,0.57,0.63,0.46,0.71,0.81
19771212,-0.19,0.09,0.24,0.11,0.12,0.02
19771213,0.01,-0.23,0.12,-0.08,-0.1,0.02
19771214,0.37,0.22,0.37,0.37,0.27,0.45
19771215,0.08,0.05,-0.01,-0.47,-0.38,-0.48
19771216,0.08,0.12,0.21,0.03,-0.04,-0.28
19771219,-0.81,-0.42,-0.82,-0.63,-0.62,-0.78
19771220,-0.53,-0.61,-0.7,-0.35,-0.37,-0.21
19771221,0.35,0.43,0.7,0.63,0.5,0.74
19771222,0.73,0.4,0.53,0.62,0.59,0.88
19771223,0.8,0.64,0.79,0.98,0.92,0.97
19771227,-0.2,-0.09,-0.14,-0.05,-0.02,0.07
19771228,-0.04,0.15,0.15,-0.22,0.06,0.07
19771229,0.2,0.29,0.48,0.25,0.27,0.42
19771230,0.68,0.38,0.43,0.09,0.24,0.14
19780103,-0.62,-0.72,-1.18,-0.97,-1.17,-1.65
19780104,-0.21,-0.54,-0.52,-0.29,-0.38,-0.36
19780105,-0.04,-0.22,-0.74,-0.55,-0.56,-1.03
19780106,-1.29,-1.12,-1.45,-1.19,-1.2,-1.22
19780109,-1.32,-1.22,-1.77,-1.21,-1.16,-1.03
19780110,-0.52,-0.68,-0.8,-0.39,-0.66,-0.65
19780111,-0.38,-0.45,-0.51,-0.45,-0.59,-0.49
19780112,0.41,0.37,0.59,0.16,0.18,0.18
19780113,0.43,0.4,0.31,0.01,-0.04,-0.13
19780116,-0.56,-0.45,-0.6,-0.26,-0.28,-0.33
19780117,0.58,0.62,0.84,0.73,0.37,0.6
19780118,0.88,0.73,0.64,0.72,0.79,0.65
19780119,0.2,0.33,0.25,-0.45,-0.36,-0.46
19780120,0.13,0.14,0.07,-0.21,-0.17,-0.29
19780123,-0.26,-0.32,-0.36,-0.71,-0.62,-0.71
19780124,0.08,0.22,0.15,0.03,0,0.04
19780125,0.41,0.37,0.41,0.15,0.19,0.17
19780126,-0.32,-0.34,-0.45,-0.85,-0.74,-0.86
19780127,0.08,-0.01,0.04,0.12,-0.18,0.09
19780130,0.47,0.37,0.75,0.51,0.78,1.03
19780131,0.02,0.01,0.07,-0.36,0.02,-0.05
19780201,0.74,0.71,1.08,0.35,0.98,0.84
19780202,0.51,0.45,0.53,0.31,0.37,0.34
19780203,0.33,0.29,0.42,-0.03,-0.26,-0.6
19780206,0.13,0.1,0.05,0.09,-0.08,0.06
19780207,0.57,0.43,0.75,0.83,0.61,0.98
19780208,0.43,0.44,0.56,0.66,0.63,0.48
19780209,0.25,0.22,-0.02,-0.33,-0.44,-0.47
19780210,0.23,0.09,0.39,-0.13,-0.08,-0.22
19780213,-0.09,-0.02,-0.01,-0.47,-0.25,-0.21
19780214,-0.53,-0.35,-0.57,-0.77,-0.68,-0.95
19780215,-0.07,0.25,-0.22,-0.38,-0.22,-0.25
19780216,-0.46,-0.52,-0.45,-0.89,-0.76,-0.82
19780217,0.12,0.1,0.08,-0.02,-0.16,-0.16
19780221,-0.06,-0.26,-0.29,-0.52,-0.3,-0.39
19780222,0.12,0.12,0.21,-0.1,0.05,0.17
19780223,0.29,0.04,0.38,0.19,0.2,0.23
19780224,0.51,0.64,0.97,1.02,1.04,0.72
19780227,-0.44,-0.23,-0.44,-0.73,-0.6,-0.85
19780228,-0.67,-0.55,-0.64,-0.86,-0.65,-0.9
19780301,0.05,0.02,0.13,0.17,0.03,0.23
19780302,0.34,0.36,0.47,0.45,0.31,0.04
19780303,0.07,0.42,0.12,0.25,0.26,0.01
19780306,-0.32,-0.24,-0.37,-0.52,-0.45,-0.68
19780307,0.57,0.33,0.33,0.4,0.5,0.58
19780308,0.57,0.35,0.38,0.4,0.59,0.55
19780309,0.45,0.46,0.65,0.07,0.24,0.16
19780310,1,0.68,0.92,1.06,1.11,1.12
19780313,-0.01,0.19,0.24,-0.08,0.14,0.14
19780314,0.2,0.3,0.3,0.53,0.32,0.58
19780315,0.13,0.23,0.23,-0.13,-0.1,-0.34
19780316,0.85,0.58,0.77,0.36,0.47,0.4
19780317,0.75,0.54,0.97,0.79,0.75,0.81
19780320,0.5,0.42,0.33,0.7,0.71,0.57
19780321,-0.39,-0.25,-0.5,-1.14,-0.8,-1.23
19780322,-0.01,0.13,0.05,-0.22,-0.24,-0.36
19780323,0.37,0.45,0.36,0.2,-0.18,-0.12
19780327,0.03,0.18,0.16,-0.42,-0.46,-0.54
19780328,0.8,0.44,0.72,0.64,0.6,0.71
19780329,0.64,0.55,0.61,0.19,0.24,0.13
19780330,0.13,0.1,0.04,-0.27,-0.3,-0.24
19780331,0.14,-0.03,-0.21,-0.27,-0.03,-0.39
19780403,-0.49,-0.36,-0.67,-0.63,-0.77,-0.72
19780404,0.46,0.42,0.46,0.42,0.34,0.43
19780405,0.91,0.71,1.09,0.71,0.78,0.94
19780406,0.39,0.47,0.5,0.37,0.22,0.15
19780407,0.53,0.47,0.73,0.42,0.51,0.43
19780410,0.19,0.35,0.14,0.41,0.26,0.43
19780411,-0.14,0.08,-0.02,-0.08,-0.22,-0.26
19780412,0.3,0.42,0.38,-0.07,0.09,-0.21
19780413,1.03,0.9,1.29,0.79,0.89,1.21
19780414,1.34,0.89,1.41,1.54,1.87,2.38
19780417,-0.02,0.28,0.6,1.1,1.31,2.1
19780418,-0.71,-0.44,-0.8,-0.89,-1.11,-1.13
19780419,0.47,0.39,0.46,0.27,0.31,0.53
19780420,0.64,0.67,1.05,0.48,0.97,0.69
19780421,0.5,0.25,0.43,-0.07,-0.17,-0.16
19780424,0.78,0.65,0.77,1.46,1,1.67
19780425,0.14,0.33,0.4,0.55,0.82,1.1
19780426,0.23,0.25,0.24,0.24,0.19,0.21
19780427,-0.34,-0.26,-0.23,-0.9,-0.84,-1.04
19780428,0.71,0.76,1.02,0.7,0.95,0.99
19780501,0.54,0.54,0.95,0.61,0.88,1.05
19780502,0.15,0,-0.02,-0.27,-0.17,-0.38
19780503,0.19,0.01,0.02,-0.54,-0.78,-1.02
19780504,0.43,0.37,0.43,-0.12,-0.17,-0.02
19780505,1.04,0.72,1.06,0.36,0.6,0.85
19780508,0.01,-0.01,0.22,-0.3,-0.3,-0.29
19780509,0.05,0.1,-0.04,-0.16,-0.29,-0.09
19780510,0.56,0.44,0.43,-0.01,0.15,0
19780511,1.06,0.74,0.97,1.02,1.03,1.46
19780512,0.9,0.71,1.21,0.59,0.77,1.04
19780515,0.45,0.41,0.4,0.35,0.6,0.83
19780516,0.61,0.57,0.84,0.72,0.77,0.63
19780517,0.77,0.48,0.82,0.43,0.29,0.17
19780518,-0.02,-0.03,-0.12,-0.66,-0.67,-1.06
19780519,0.11,0.04,-0.05,-0.28,-0.45,-0.64
19780522,0.67,0.54,0.42,0.93,0.78,1.03
19780523,-0.61,-0.57,-0.63,-0.61,-0.87,-0.99
19780524,-0.91,-0.87,-1.11,-0.93,-0.96,-0.98
19780525,0.25,0.01,0.23,-0.01,-0.2,-0.29
19780526,-0.08,0.14,0.23,-0.16,-0.17,-0.24
19780530,0.08,0.26,0.38,0.36,0.25,0.25
19780531,0.32,0.36,0.39,0.46,0.43,0.43
19780601,-0.03,0.06,0.31,0.15,0.24,0.04
19780602,0.59,0.53,0.79,0.58,0.81,0.85
19780605,1,0.93,1.1,1.4,1.65,1.97
19780606,0.37,0.37,0.56,0.31,0.55,0.44
19780607,0.44,0.05,0.13,-0.1,-0.12,-0.25
19780608,0.78,0.61,0.76,0.2,0.17,0.14
19780609,0.43,0.66,0.41,0.05,-0.25,-0.26
19780612,0.15,0,-0.08,-0.27,-0.21,-0.4
19780613,0.57,0.14,-0.12,-0.13,-0.08,0.33
19780614,0.69,0.25,0.35,0.07,-0.03,-0.28
19780615,-0.63,-0.56,-0.63,-1.05,-0.98,-1.05
19780616,-0.45,-0.43,-0.75,-0.76,-0.72,-1.09
19780619,-0.33,-0.53,-0.74,-0.2,-0.18,0.06
19780620,-0.95,-0.69,-0.79,-0.8,-0.74,-1.18
19780621,-0.95,-0.99,-1.4,-0.74,-0.66,-0.36
19780622,0.35,0.16,0.15,0.28,0.31,0.19
19780623,0.24,0.24,0.1,-0.09,-0.06,-0.67
19780626,-1.34,-1.16,-1.46,-1.05,-1.31,-1.3
19780627,-0.45,-0.29,-0.29,0.24,0.19,0.53
19780628,0.41,0.34,0.39,0.58,0.28,0.44
19780629,0.57,0.33,0.51,0.34,0.29,0.06
19780630,0.05,0.14,0.18,-0.08,0.05,-0.21
19780703,-0.06,0.01,0.05,-0.27,-0.3,-0.39
19780705,-1.02,-0.68,-0.99,-0.82,-0.89,-0.81
19780706,-0.36,-0.33,-0.41,0.07,-0.12,0.22
19780707,0.66,0.5,0.55,0.55,0.54,0.68
19780710,0.15,0.08,0.26,0.22,0.44,0.45
19780711,0.38,0.29,0.6,0.58,0.7,0.66
19780712,0.26,0.32,0.72,0.53,0.42,0.26
19780713,0.23,0.16,0.27,-0.01,0.05,-0.02
19780714,0.82,0.85,1.1,0.87,1.19,1.64
19780717,0.06,0.51,0.61,0.22,0.23,0.24
19780718,-0.19,-0.4,-0.43,-0.59,-0.74,-1.03
19780719,0.89,0.67,0.74,1.04,1.26,1.25
19780720,0.35,0.55,0.51,0.02,0.01,-0.15
19780721,0.02,-0.09,-0.1,-0.2,-0.49,-0.26
19780724,-0.06,-0.17,0.04,-0.22,-0.05,-0.02
19780725,0.31,0.44,0.53,0.93,0.92,0.57
19780726,0.57,0.65,0.75,0.39,0.69,0.66
19780727,0.97,0.59,0.71,0.42,0.58,0.51
19780728,0.47,0.58,0.69,0.52,0.42,0.55
19780731,0.59,0.51,0.95,0.91,0.65,0.83
19780801,0.21,0.16,0.13,0.33,0.13,0.08
19780802,1.2,1.32,1.56,1.98,1.87,2.93
19780803,0.14,0.16,0.23,0.57,0.53,0.44
19780804,0.3,0.32,0.39,0.39,0.42,0.56
19780807,0.23,0.36,0.44,-0.4,-0.11,-0.27
19780808,0.37,0.47,0.87,0.2,0.46,0.67
19780809,0.99,0.67,1.03,0.37,0.6,0.46
19780810,0.11,0,-0.02,-0.47,-0.52,-0.95
19780811,0.43,0.67,0.7,0.26,0.18,0.45
19780814,0.59,0.35,0.44,0.12,-0.01,0.11
19780815,-0.08,0.01,-0.1,-0.11,-0.19,-0.07
19780816,0.87,0.88,0.84,0.44,0.67,0.95
19780817,0.78,0.9,1.02,0.49,0.66,0.44
19780818,0.39,0.24,0.26,-0.01,-0.34,-0.34
19780821,-0.89,-0.53,-0.7,-0.87,-0.75,-0.83
19780822,0.37,0.31,0.35,-0.06,0.35,0.48
19780823,0.68,0.66,1.05,0.21,0.68,0.73
19780824,0.88,0.67,0.72,0.14,0.22,0.24
19780825,0.64,0.4,0.43,-0.09,-0.07,0.16
19780828,-0.17,-0.2,-0.62,-0.71,-0.68,-0.82
19780829,-0.11,-0.37,-0.57,-0.46,-0.49,-0.75
19780830,0.53,0.27,0.44,0.19,0.11,0.12
19780831,0.02,-0.14,-0.01,-0.4,-0.22,-0.13
19780901,0.27,0.02,0.42,0.35,0.27,0.53
19780905,0.05,0.14,0.28,0.52,0.47,0.91
19780906,0.82,0.87,0.97,0.64,0.92,0.94
19780907,0.46,0.5,0.52,0.03,0.06,0.14
19780908,1.43,0.83,1.07,1.18,1.04,1.63
19780911,0.57,0.61,0.6,0.18,0.32,0.05
19780912,0.18,0.19,0.13,0.06,0.06,0.15
19780913,0.04,-0.09,-0.04,-0.27,-0.57,-0.78
19780914,-0.67,-0.6,-0.92,-0.79,-1.01,-1.27
19780915,-0.86,-0.67,-0.94,-0.72,-0.9,-1.12
19780918,-1.27,-1.18,-1.71,-0.76,-1.09,-0.98
19780919,-1.27,-1.07,-1.23,-0.62,-0.68,-0.63
19780920,-1.53,-1.01,-1.66,-0.92,-0.71,-0.93
19780921,-0.26,-0.36,-0.47,0.12,0.04,0.06
19780922,0.15,0.37,0.49,0.02,0.17,-0.15
19780925,-0.06,-0.11,0.03,0.02,0.02,0.01
19780926,0.88,0.64,0.8,0.71,0.72,0.77
19780927,-0.61,-0.54,-0.73,-0.79,-0.82,-1.04
19780928,0.18,0.22,0.01,0.21,0.14,0.42
19780929,0.68,0.49,0.59,0.34,0.63,0.49
19781002,0.22,0.19,0.33,0.24,0.29,0.5
19781003,-0.2,-0.13,-0.36,0.01,-0.18,-0.54
19781004,0.1,-0.1,0.11,0.6,0.47,0.47
19781005,0.4,0.29,0.66,0.24,0.23,0.18
19781006,0.45,0.3,0.46,0.12,0.23,0.28
19781009,0.47,0.61,0.64,0.67,1.14,1.07
19781010,0.15,0.09,0.18,-0.14,-0.17,-0.15
19781011,0.29,0.24,0.23,0.82,0.82,1.29
19781012,0.14,-0.03,0.27,-0.34,-0.44,-0.73
19781013,0.01,-0.08,-0.12,-0.25,-0.24,-0.33
19781016,-1.83,-1.37,-1.88,-1.71,-1.81,-1.93
19781017,-2.86,-2.63,-3.33,-1.74,-1.46,-1.44
19781018,-1.8,-1.46,-2.11,-0.99,-0.84,-0.76
19781019,-1.71,-1.44,-1.83,-1.03,-1.33,-1.26
19781020,-3.79,-2.87,-4.03,-1.59,-1.64,-1.27
19781023,-1.67,-1.36,-1.56,-0.23,-0.03,0.17
19781024,-0.14,-0.28,-0.09,-0.61,-0.52,-0.72
19781025,0.01,-0.15,0.18,-0.16,-0.22,-0.24
19781026,-3.23,-2.63,-3.94,-1.52,-1.44,-1.44
19781027,-3.76,-2.92,-3.81,-2.13,-1.63,-1.68
19781030,-2.86,-2.64,-2.8,-0.07,0.32,0.87
19781031,-1.7,-1.4,-1.67,-1.53,-1.67,-2.15
19781101,4.59,3.86,5.84,3.43,3.8,4.85
19781102,0.08,0.14,0.36,-0.99,-0.92,-1.24
19781103,1,0.74,1.09,0.24,0.35,0.9
19781106,-0.05,-0.1,-0.28,-0.55,-0.57,-1.3
19781107,-2.22,-2.08,-2.77,-1.24,-1.33,-1.63
19781108,-0.23,0.03,0.41,0.5,0.29,0.75
19781109,0.53,0.6,0.56,0.17,0.17,0
19781110,1.07,0.88,0.91,0.67,0.51,0.31
19781113,-1.75,-1.47,-1.96,-1.54,-1.44,-1.84
19781114,-2.24,-1.94,-2.49,-1.02,-0.78,-0.72
19781115,0.49,0.63,0.5,0.36,0.33,0.24
19781116,0.59,0.54,0.94,0.88,1.05,1.28
19781117,1.52,1.25,1.86,1.14,0.91,0.84
19781120,0.88,1.07,1.3,0.79,0.95,0.96
19781121,0.12,0.22,0.28,-0.16,-0.16,-0.16
19781122,0.93,0.91,1.04,0.83,0.35,0.67
19781124,0.62,0.65,1.25,0.71,0.42,0.4
19781127,0.17,0.24,0.41,0.2,0.32,0.31
19781128,-0.51,-0.4,-0.76,-0.63,-0.6,-1.09
19781129,-1.08,-1.06,-1.64,-1.29,-1.3,-1.51
19781130,0.52,0.73,1.08,1.13,0.85,0.99
19781201,1.47,1.52,2.17,1.37,1.65,1.71
19781204,0.26,0.28,0.26,-0.15,-0.12,0.19
19781205,1.14,0.87,1.52,1.17,1.14,1.55
19781206,0.4,0.5,0.39,0.18,0.23,0.09
19781207,-0.15,0.01,0,-0.27,-0.32,-0.55
19781208,-0.02,-0.12,-0.35,-0.13,-0.4,-0.62
19781211,0.31,0.33,0.34,0.35,0.38,0.7
19781212,-0.25,-0.28,-0.41,-0.51,-0.4,-0.59
19781213,-0.41,-0.32,-0.62,-0.59,-0.56,-0.55
19781214,0.06,-0.16,0,-0.03,-0.01,0.05
19781215,-0.47,-0.68,-0.93,-0.79,-0.72,-0.66
19781218,-2.74,-2.59,-3.53,-2.21,-1.99,-2.19
19781219,0.14,0.4,0.49,0.31,0.52,1.35
19781220,0.64,0.56,0.65,0.15,0.37,0.54
19781221,0.33,0.27,0.56,0.03,0.05,0.04
19781222,1.6,1.29,1.76,1.38,1.53,2.09
19781226,0.27,0.51,0.92,0.5,0.76,1.67
19781227,-0.66,-0.54,-0.63,-0.73,-0.64,-1.1
19781228,-0.38,-0.26,-0.42,-0.4,-0.36,-0.36
19781229,0.61,0.51,0.53,-0.09,-0.11,-0.35
19790102,0.78,0.49,0.44,1.04,0.55,0.61
19790103,1.57,1.27,1.91,1.36,1.04,1.06
19790104,1.56,1.24,1.54,1.18,0.8,0.9
19790105,1.26,0.96,1.53,0.84,0.62,0.48
19790108,-0.14,-0.22,-0.14,-0.3,-0.23,-0.26
19790109,0.84,0.86,0.8,0.53,0.54,0.46
19790110,-0.21,-0.12,-0.37,-0.46,-0.45,-0.72
19790111,0.47,0.27,0.45,0.64,0.29,0.61
19790112,1,0.99,1.2,0.66,0.82,0.72
19790115,0.25,0.53,0.69,0.43,0.72,0.83
19790116,-0.73,-0.68,-1.1,-0.96,-1.03,-1.37
19790117,-0.08,-0.22,-0.28,0.2,-0.18,0.01
19790118,1.19,0.69,0.84,0.74,0.39,0.2
19790119,0.51,0.34,0.4,0.2,0.01,-0.21
19790122,-0.01,-0.12,-0.05,-0.11,0.15,0.23
19790123,0.82,0.61,0.57,0.72,0.8,0.54
19790124,-0.28,-0.09,-0.3,-0.12,-0.29,-0.49
19790125,0.69,0.75,0.76,0.98,1.01,1.03
19790126,0.79,0.49,0.68,0.6,0.67,0.75
19790129,0.04,0.02,-0.24,-0.03,-0.31,-0.21
19790130,-0.21,-0.05,-0.12,-0.2,-0.48,-0.31
19790131,-0.69,-0.71,-0.86,-0.85,-1.17,-1.29
19790201,0.01,-0.08,-0.24,-0.08,0.18,0.11
19790202,0.26,0.11,0.02,-0.42,-0.18,-0.51
19790205,-1.33,-1.18,-1.65,-1.19,-1.19,-1.43
19790206,-0.12,-0.07,-0.15,0.22,-0.16,0.07
19790207,-1.16,-1,-1.43,-0.78,-0.91,-0.89
19790208,0.81,0.57,0.73,0.51,0.43,0.66
19790209,0.61,0.52,0.46,0.18,0.24,0.27
19790212,0.15,-0.05,0.08,0.06,0.29,0.45
19790213,0.93,0.82,1.11,0.79,0.8,0.73
19790214,-0.02,0.04,-0.16,0.08,-0.11,-0.23
19790215,0.37,0.07,0.19,0.05,-0.1,-0.08
19790216,0.53,0.23,0.26,0.08,-0.07,0.06
19790220,0.36,0.32,0.51,0.39,0.76,0.72
19790221,0.03,-0.01,-0.04,-0.26,-0.32,-0.23
19790222,-0.24,-0.19,-0.37,-0.43,-0.58,-0.7
19790223,-0.47,-0.3,-0.44,-0.55,-0.5,-0.61
19790226,-0.06,0.01,-0.1,-0.13,-0.1,-0.1
19790227,-1.99,-1.84,-2.54,-1.8,-1.51,-1.64
19790228,-0.19,-0.06,-0.1,0.1,0.16,0.17
19790301,0.67,0.67,0.67,0.79,0.69,0.67
19790302,0.43,0.44,0.52,0.08,0.09,0.13
19790305,0.82,0.81,0.92,0.99,1.09,1.33
19790306,-0.12,-0.07,-0.17,-0.2,-0.21,-0.25
19790307,0.81,0.7,0.92,0.67,0.59,0.72
19790308,1.01,0.99,1.05,1.19,1.03,1.05
