,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19280508,-0.51,-0.4,-0.69,-0.57,-0.36,-0.84
19280509,1.4,0.06,0.63,0.62,0.01,-0.15
19280510,-0.56,0.28,-0.62,-0.61,0.05,-0.3
19280511,0.78,0.9,0.93,0.89,0.43,1.14
19280514,0.7,0.87,0.45,-0.2,0.35,0.79
19280515,0.13,0.14,0.83,-0.36,-0.13,-0.02
19280516,-1.98,-1.52,-1.63,-1.04,-1.2,-2.2
19280517,-0.44,0.36,0.26,-0.32,0.81,0.51
19280518,0.25,-0.33,-0.28,-0.21,-0.52,-1.24
19280521,-0.42,-0.24,-0.53,-1,-1.07,-1.57
19280522,-1.3,-1.42,-2.44,-1,-0.96,-2.13
19280523,1.01,0.92,1.87,1.57,1.19,3.09
19280524,0.97,0.73,1.35,0.3,0.57,0.35
19280525,0.32,0.85,0.42,0.14,0.27,0.09
19280528,-1.35,-1.3,-1.94,-0.89,-1.37,-1.98
19280529,-0.57,0.76,0.3,0.62,0.6,1.68
19280531,0.88,1.38,1.78,0.44,0.96,0.94
19280601,-0.01,0.04,0.2,0.32,0.32,0.44
19280602,1.23,0.98,0.75,0.05,0.31,1.43
19280604,-1.5,-1.13,-2.33,-1.15,-1.59,-2.7
19280605,-0.03,0.18,1.17,0.6,0.08,0.45
19280606,-0.08,-0.79,0.15,-0.36,-0.69,-1.46
19280607,-1.38,-0.99,-1.76,-0.72,-0.7,0.31
19280608,-1.71,-1.46,-2.09,-0.92,-1.37,-1.54
19280609,-1.48,-1.57,-1.47,-1.06,-1.16,-1.71
19280611,-2.95,-2.74,-5.11,-1.76,-2.13,-2.84
19280612,-4.17,-4.88,-5.28,-1.46,-1.52,-3.35
19280613,3.1,2.54,3.99,2.29,3.09,3.61
19280614,2.21,2.31,3.71,0.64,0.87,1.14
19280615,-0.54,-0.82,-1.45,-0.76,-1.08,-2.31
19280616,-0.87,-0.08,-0.39,-0.18,-0.01,0.29
19280618,-1.97,-1.74,-2.53,-2.09,-1.98,-2.07
19280619,-1.78,-1.79,-1.85,-0.74,-0.26,-0.76
19280620,0.4,1.29,2.37,1.09,1.18,1.91
19280621,1.54,0.79,0.79,0.77,0.1,-0.28
19280622,0.93,0.15,1.05,0.02,-0.13,0.06
19280623,-0.33,-0.5,-1.02,-0.72,-0.55,-0.81
19280625,-0.73,-0.4,-0.13,0.21,0.23,-0.01
19280626,0.59,0.4,1.36,0.61,0.79,1.8
19280627,1.24,0.93,1.74,0.43,0.84,1.7
19280628,0.21,1.37,1.11,0.24,0.65,1.66
19280629,0.73,0.63,0.7,0.38,0.37,0.81
19280630,0.17,-0.4,-0.06,0.2,0.01,0.55
19280702,-1,-1.26,-2.04,-0.93,-1.08,-1.62
19280703,1.44,1.19,2.14,0.95,1.39,2.58
19280705,1.4,1.08,1.43,0.74,0.9,1.05
19280706,0.24,-0.26,-0.45,-0.1,-0.24,-0.52
19280707,0.67,0.59,0.28,0.25,0.22,0.33
19280709,-0.37,0.31,0.23,0.21,-0.12,0.25
19280710,-0.51,-0.19,-0.44,-0.82,-0.31,0.17
19280711,-2.48,-2.12,-3.11,-1.69,-2.08,-3.35
19280712,-1.02,-0.97,-1.18,-0.23,-0.41,-1.23
19280713,0.67,1.11,0.84,0.63,0.49,1.27
19280714,0.24,0.01,0.16,-0.06,0.13,-0.38
19280716,-1.62,-0.99,-1.52,-0.84,-1.22,-1.34
19280717,0.04,-0.15,0.66,0.18,0.29,1.07
19280718,0.68,0.04,1.1,0.77,0.7,1.61
19280719,0.19,0.44,0.47,0.12,-0.22,-0.29
19280720,-0.03,0.32,0.12,0.12,0.19,0.03
19280721,-0.16,0.15,0.04,-0.2,-0.17,-0.49
19280723,0.71,0.04,0.23,0.42,0.5,1.01
19280724,0.36,-0.06,0.85,0.3,0.06,-0.25
19280725,0.11,0.15,0.38,0.43,0.4,0.73
19280726,-0.15,0.53,0.01,0.24,0.27,0.19
19280727,-0.15,0.49,0.4,0.75,0.69,1.23
19280728,-0.04,0.61,0.03,0.06,0.24,0.45
19280730,-0.54,-0.2,-0.03,0.03,-0.16,-0.06
19280731,-0.2,0.02,-0.08,-0.2,-0.15,-0.16
19280801,-0.25,0.65,0.22,0.15,0.53,-0.14
19280802,-0.04,-0.32,-0.37,-0.42,-0.36,-0.62
19280803,0.33,0.13,0.48,0.16,0.13,0.45
19280804,0.68,0.31,0.36,0.09,0.24,0.28
19280806,0.2,0.72,0.58,0.32,0.69,1.16
19280807,-0.3,-0.07,0.05,-0.19,-0.27,-0.58
19280808,-0.32,-0.79,-1.25,-0.78,-1.07,-1.47
19280809,-0.21,-0.03,-0.02,-0.31,0.08,0.62
19280810,-0.28,-0.36,-0.38,0.02,-0.36,0.03
19280811,0.17,0.54,-0.02,0.46,0.16,-0.12
19280813,0.16,-0.35,0.32,-0.09,-0.03,-0.02
19280814,-0.21,-0.2,-0.45,-0.53,-0.44,-1.25
19280815,0.78,0.78,1.04,1.13,1,2.42
19280816,0.77,0.7,0.94,0.69,0.79,0.92
19280817,-0.24,0.02,0.04,0.06,0.37,0.21
19280818,0.75,0.16,0.79,0.35,0.27,0.28
19280820,0.22,0.56,0.1,0.29,0.23,0.31
19280821,0.27,0.25,0.37,1.1,1.02,1.18
19280822,-0.32,0.52,0.21,0.13,0.02,0.39
19280823,-0.12,0.43,0.22,-0.18,-0.14,0.46
19280824,0.92,0.49,1.94,1.14,1.11,2.28
19280825,0.23,-0.12,0.44,0.4,0.31,0.46
19280827,0.35,-0.37,-0.03,-0.17,-0.21,-0.81
19280828,0.84,-0.19,0.41,0.27,0.71,0.52
19280829,0.11,0.43,0.25,0.3,0.04,0.77
19280830,-0.13,0.55,0.65,0.12,0.25,0.35
19280831,0.82,0.56,0.26,0.84,0.86,2.34
19280901,0.24,0.47,0.45,0.42,0.23,0.16
19280904,0.82,0.34,0.84,0.54,0.27,0.55
19280905,0.21,0.62,0.55,-0.14,0.37,0.56
19280906,-0.52,0.22,-0.07,0.2,-0.46,-0.56
19280907,0.87,0.75,1.37,0.36,0.47,1.23
19280908,-0.14,0.34,-0.17,0.09,-0.16,-0.73
19280910,-0.02,-0.11,-0.3,-0.83,-0.36,-0.42
19280911,0.42,0.32,1,0.02,0.78,0.67
19280912,-0.06,0.6,0.49,0.39,0.19,0.69
19280913,-0.29,-0.04,-0.11,-0.36,-0.05,0.03
19280914,0.67,0.63,0.47,0.48,0.29,-0.21
19280915,0.69,0.21,0.52,0.57,0.53,0.7
19280917,0.87,1.08,1.5,0.32,0.35,0.97
19280918,-0.48,-0.19,0.37,-0.73,-0.71,-0.71
19280919,0.2,-0.41,0.41,0.08,-0.16,0.1
19280920,0.56,0.06,1.08,-0.13,-0.14,0.82
19280921,-0.3,0.67,0.98,0.14,0.58,1.25
19280922,0.15,-0.13,0.7,-0.12,-0.08,-0.65
19280924,0.26,-0.13,1.08,0.26,0.69,0.75
19280925,-0.29,0.52,-0.11,-0.08,-0.29,0.31
19280926,-0.08,0,-0.58,0.03,-0.16,-0.15
19280927,-0.84,-1.31,-2.09,-0.75,-0.96,-1.83
19280928,-0.54,-0.38,-0.6,-0.17,-0.1,0.53
19280929,0.96,0.98,1.24,0.25,0.84,1.65
19281001,0.33,0,0.74,0.23,-0.17,-0.22
19281002,-0.99,-1.03,-0.34,-0.29,-0.48,-0.36
19281003,-0.18,0.32,0.27,-0.2,-0.38,-0.19
19281004,0.03,0.22,1.18,0,0.18,0.51
19281005,0.26,-0.08,0.01,-0.59,-0.32,-0.08
19281006,0.05,-0.05,-0.2,-0.06,-0.06,-0.04
19281008,-0.96,0.48,-0.4,0.05,-0.15,-0.71
19281009,-0.41,0.2,0.16,-0.05,-0.07,0.62
19281010,0.97,1.38,1.34,0.91,1.03,0.81
19281011,0,0.08,1.4,-0.23,0.42,0.4
19281013,0.59,0.67,0.67,0.23,0.41,0.96
19281015,0.3,-0.06,-0.01,0.32,0.27,0.6
19281016,0.27,0.52,0.79,0.61,0.44,0.03
19281017,0.62,0.45,1.28,0.55,0.38,0.17
19281018,-0.28,0.09,-0.33,-0.04,0.23,0.66
19281019,-0.29,0.45,0.36,0.27,0.24,0.79
19281020,-0.18,-0.14,-0.6,-0.17,-0.34,-0.73
19281022,-0.01,-0.09,-0.53,0.11,-0.15,-0.21
19281023,0.61,0.44,1.53,0.17,0.84,0.65
19281024,0.63,0.62,1.07,0.43,0.1,0.37
19281025,-0.19,-0.17,0.08,-0.2,-0.02,-0.65
19281026,-1.19,-1.33,-1.55,-0.8,-0.84,-1.69
19281027,0.83,0.85,1.33,0.49,0.6,1.48
19281029,1.07,0.71,0.41,0.23,0.86,0.59
19281030,-1.29,-0.78,-1.64,-0.76,-0.96,-1.22
19281031,-0.97,-0.61,-1.67,-0.42,-0.39,-0.71
19281101,0.93,0.83,1.12,0.91,1.19,1.87
19281102,-0.22,0.15,-0.03,-0.19,0.08,-0.39
19281103,0.25,-0.36,0.02,-0.23,0.18,-0.11
19281105,0.76,0.44,1.13,0.41,1.29,1.22
19281107,0.56,0.97,2.09,0.9,1.32,1.08
19281108,-0.14,-0.2,-0.14,0.26,-0.21,-0.4
19281109,0.44,0.72,0.42,0.73,0.89,0.33
19281110,0.61,0.65,1.5,0.85,0.52,1.31
19281112,-0.19,-0.07,0.13,0.57,0.19,0.73
19281113,-0.03,0.22,-0.32,-0.26,0.15,0.04
19281114,0.4,0.52,-0.31,0.12,0.48,-0.26
19281115,0.2,-0.12,0.26,0.06,0.45,0.3
19281116,1.64,0.93,0.74,1.51,1.61,2.25
19281117,-0.02,-0.19,0.52,0.31,0.23,-0.08
19281119,0.65,-0.11,-0.05,0.37,0.25,0.02
19281120,1.25,1.25,0.65,0.22,1.17,1.37
19281121,-1.07,-0.77,-1.5,-1.17,-1.54,-1.78
19281122,1.29,1.01,1.68,0.81,0.89,2.22
19281123,0.48,0.47,1.08,0.12,0.33,0.51
19281126,0.38,0.97,0.93,1.05,0.64,-0.07
19281127,1.37,1,0.59,0.29,0.1,0.54
19281128,0.95,1.05,1.21,-0.32,1.33,1.27
19281130,-0.36,0.18,-0.2,-0.85,0.82,0.31
19281201,-0.53,-0.17,0.35,-0.24,-0.48,-1.06
19281203,-0.23,-0.15,-1.42,-0.41,-0.9,-0.49
19281204,0.05,-0.01,1.2,0.24,0.02,0.47
19281205,-0.31,-0.23,-0.6,-0.57,-0.67,-0.77
19281206,-3.29,-3.31,-5.29,-2.54,-3.2,-4.22
19281207,-2,-1.93,-3.45,-1.05,-1.59,-3.47
19281208,-1.98,-2.38,-3.16,-1.4,-1.06,-3.11
19281210,0.74,0.47,1.6,0.51,1.41,2.2
19281211,2.63,3.24,4.34,1.86,1.79,2.86
19281212,-0.57,0.14,-0.73,-0.38,-0.49,-1.25
19281213,0,-0.11,-0.95,0.04,-0.21,-0.57
19281214,-0.23,0.18,-0.14,0.22,0.37,-0.09
19281215,-0.36,-0.14,-0.54,0.1,-0.28,-0.31
19281217,-0.72,-0.73,-1.69,-0.21,-0.32,-0.64
19281218,0.27,0.82,1.61,0.39,0.78,1.8
19281219,0.79,0.98,1.59,0.88,0.87,1.81
19281220,0.15,0.1,0.83,0.04,0.31,0.41
19281221,0.31,0.46,1.07,0.51,0.74,1.67
19281222,-0.02,0.4,0.45,-0.3,0.04,0.23
19281224,0.79,0.95,0.83,0.28,0.55,1.43
19281226,-0.14,0.12,-0.54,-0.08,-0.05,-0.55
19281227,-0.36,0.11,0.04,0.2,0.29,1.25
19281228,1.14,0.59,1.06,1.07,0.94,2.07
19281229,0.04,0.69,0.76,0,0.28,0.01
19281231,1.56,1.55,1.76,0.7,1.22,1.76
19290102,1.41,1.88,2.75,1.54,1.1,2.05
19290103,0.29,-0.21,0.83,0.3,0.49,-0.48
19290104,0.41,-0.4,-0.23,0.54,0.17,-0.43
19290105,-0.7,-0.29,-0.04,-0.35,-0.58,-1.36
19290107,-1.6,-2,-0.95,-1.23,-1.06,-1.58
19290108,-0.55,0.07,0.27,0.24,-0.34,-0.15
19290109,1.43,1.1,1.4,0.33,1.16,1.72
19290110,0.46,0.76,0.41,0.39,0.19,0.4
19290111,-0.04,0.19,0.12,0.33,-0.04,-0.04
19290112,-0.16,-0.19,0.11,-0.06,-0.29,-0.41
19290114,0.91,0.68,0.52,0.14,0.29,0.11
19290115,-0.9,-1.08,-1.36,-1.04,-0.8,-1.31
19290116,0.35,0.87,1.39,0.58,0.76,1.45
19290117,0.86,0.57,0.95,0.03,0.29,1.8
19290118,-1.02,0.61,0.07,-0.03,0.35,-0.41
19290119,0.18,0.16,0.62,-0.13,0.31,0.3
19290121,0.03,0.26,-0.12,0.14,-0.07,0.4
19290122,-0.25,0,0.27,0.03,0.49,1.13
19290123,0.04,-0.29,-0.66,0.37,0.47,0.74
19290124,-1.31,-0.83,-1.13,-0.82,-0.61,-1.02
19290125,0.48,0.61,0.21,0.22,1.36,1.57
19290126,-0.43,0.23,0.51,0.37,0.53,0.05
19290128,-0.35,-0.07,0.4,0.17,-0.41,-0.21
19290129,-0.81,-0.13,-0.79,-0.01,-0.25,-0.13
19290130,-0.06,0.07,-1.11,0.26,0.05,0.83
19290131,1.09,1.03,1.12,2.02,1.65,0.8
19290201,0.1,0.25,1.35,0.62,0.57,0.64
19290202,0.44,0.58,0.81,0.07,0.04,-0.12
19290204,0.41,0.79,0.93,-0.23,-0.44,-0.65
19290205,0.28,0.07,0.59,-0.12,-0.05,0.73
19290206,-0.89,-0.74,-1.43,-0.88,-0.62,-1.07
19290207,-2.8,-2.64,-3.37,-2.13,-2.58,-3.85
19290208,-1.01,-1.5,-1.69,-0.37,-0.96,-1.03
19290211,1.11,1.96,3.36,0.48,1.94,3.14
19290213,-0.12,1.2,0.09,-0.29,0.15,0.19
19290214,-0.78,-0.9,-1.09,-0.26,-0.85,-0.42
19290215,-0.62,-1.27,-1.67,-0.88,-1.39,-2.16
19290216,-1.69,-1.15,-2.11,-0.82,-1.16,-1.74
19290218,-0.02,0.66,1.67,0.22,0.97,1.57
19290219,0.95,0.79,2.06,0.36,0.15,0.12
19290220,1.15,1.02,1.73,0.6,0.78,0.96
19290221,1.01,0,0.63,0.71,0.69,0.92
19290225,0.48,0.39,1.63,1,0.32,0.06
19290226,0.08,0.64,0.35,0.44,0.16,0.64
19290227,1.09,0.37,1.2,0.48,0.93,1.5
19290228,0.59,1.2,0.95,0.41,0.68,1.58
19290301,0.59,0.17,0.83,0.68,0.65,1.71
19290302,-0.51,0.11,-0.68,-0.21,-0.07,-0.58
19290304,-0.76,-0.61,-0.8,-0.57,-0.72,-1.08
19290305,-0.68,-0.82,-1.32,-0.48,-0.62,-0.75
19290306,-2.19,-1.59,-2.36,-1.59,-1.31,-1.87
19290307,0.43,0.42,0.54,0.45,0.38,1.4
19290308,0.39,0.68,0.8,0.93,0.39,0.86
19290309,0.34,0.09,0.26,0.6,-0.02,-0.09
19290311,-1.01,-0.46,-1.85,-0.98,-1.01,-1.75
19290312,-0.17,-0.13,0.26,0.4,0.09,0.51
19290313,0.92,0.52,1.12,0.53,0.96,1.19
19290314,1.38,0.99,2.28,1.01,1.54,1.82
19290315,1.17,0.48,0.39,1.04,1.18,1.03
19290316,0.16,0.38,0.22,0.29,0.09,0.49
19290318,-0.59,-0.41,-0.78,0.02,-0.26,-0.67
19290319,-0.26,-0.23,-0.17,-0.16,0.05,0.05
19290320,-0.12,-0.26,-0.73,1.02,0.24,-0.34
19290321,-0.12,-0.42,-0.02,-0.66,-0.21,-0.59
19290322,-0.94,-0.99,-1.72,-0.84,-1.23,-1.15
19290323,-1.46,-0.77,-1.04,-0.33,-0.74,-1.33
19290325,-3.97,-3.26,-4.53,-2.5,-2.43,-3.91
19290326,-3.89,-3.02,-3.3,-1.6,-0.91,-0.97
19290327,4.28,3.55,5.33,3.14,3.3,3.25
19290328,2.36,1.78,3.15,2.1,1.41,1.71
19290401,-2.1,-2.23,-2.55,-2.4,-1.85,-2.76
19290402,1.64,0.7,1.01,1.83,1.47,0.84
19290403,-0.46,-0.56,-0.49,-0.58,-1.11,-1.19
19290404,0.34,1.08,1.8,0.41,1.35,1.26
19290405,-0.86,-0.2,-0.06,-0.41,-0.83,-0.85
19290406,-0.33,0.08,-0.52,0.36,0.38,-0.12
19290408,-0.62,-0.75,-1.22,-0.57,-0.81,-1.19
19290409,-1.47,-1.53,-2.25,-0.77,-0.64,-1.06
19290410,0.22,0.07,0.78,0.85,0.13,1.08
19290411,0.51,1.2,1.63,0.3,0.93,1.31
19290412,1.44,0.9,1.01,0.82,0.66,0.5
19290413,0.63,0.06,0.27,0.33,0.13,-0.33
19290415,0.74,-0.13,0.06,0.18,-0.53,-0.87
19290416,-0.28,-0.21,-0.44,-0.43,0.13,0.11
19290417,0.62,0.39,1.22,0.11,0.77,1.55
19290418,0.65,0.53,0.36,0.21,0.15,0.72
19290419,0.11,-0.01,-0.31,-0.18,0.2,-0.3
19290420,-0.35,-0.02,0.06,-0.01,0.3,0.13
19290422,0.27,0.31,0.65,-0.62,0.49,1.29
19290423,0.71,0.6,-0.19,0.04,0.59,0.51
19290424,-0.16,0.43,-1.31,-0.22,-0.21,-0.33
19290425,-0.69,-0.95,0.25,-0.42,-0.69,-0.56
19290426,-0.21,-0.8,-0.58,-0.25,-0.09,-0.06
19290427,0.55,0.53,1.08,0.28,0.23,0.92
19290429,-0.56,-0.28,0.35,-0.53,-0.72,-0.38
19290430,0.55,0.66,1.49,0.67,1.19,2.58
19290501,0.06,0.2,0.89,-0.15,-0.17,0.3
19290502,0.16,0.31,1.26,-0.15,-0.21,0.6
19290503,0.96,0.49,0.7,0.16,0.74,0.89
19290504,-0.13,-0.03,-0.37,0.84,0.37,0.26
19290506,-0.59,-0.62,-0.24,-0.06,-0.46,-0.64
19290507,-0.23,-0.63,-1.02,0.24,-0.51,-1.01
19290508,0.21,-0.01,-0.73,-0.13,0,0.35
19290509,-0.28,-0.87,-0.33,-0.74,-0.38,-0.65
19290510,0.79,0.97,1.38,0.56,0.93,1.45
19290511,-0.6,0.23,0.59,0.04,-0.36,-0.37
19290513,-2.29,-1.65,-3.3,-1.15,-1.83,-2.46
19290514,0.04,0.01,0.79,0.08,0.61,1.46
19290515,0.04,0.07,-0.05,0.27,-0.38,-0.24
19290516,-0.3,-0.13,-0.66,0.05,0.02,0.23
19290517,0.64,0.27,1.34,0.45,0.31,0.78
19290518,-0.38,-0.29,-0.61,-0.11,-0.14,-0.16
19290520,-1.01,-1.02,-2.11,-0.99,-1.15,-3.23
19290521,-1.46,-0.99,-1.08,-0.67,0.05,0.51
19290522,-2.73,-2.3,-3.15,-2.14,-2.91,-3.67
19290523,-0.25,0.46,0.88,0.88,1.25,2.24
19290524,0.14,0.22,0.09,0.34,-0.28,-0.87
19290525,-0.92,-0.38,-0.12,-0.48,-0.34,-0.28
19290527,-3.64,-3.41,-4.08,-1.9,-2.75,-3.72
19290528,-0.66,-0.04,-0.03,-0.34,0.97,1.74
19290529,-0.05,0.62,-0.22,0.81,0.36,-0.18
19290531,-0.11,-0.53,-0.66,-0.08,0.26,1.12
19290601,0.99,1.27,1.3,-0.2,0.51,0.83
19290603,1.86,0.5,1.5,0.9,1.34,1.44
19290604,1.33,1.56,2.07,0.37,0.89,2.02
19290605,-0.2,0.2,0.13,-0.04,-0.38,-0.34
19290606,0.68,0.54,0.44,0.21,0.3,0.31
19290607,-0.71,-0.84,-0.38,0.35,-0.63,-0.2
19290608,-0.43,-0.26,-0.16,-0.13,-0.15,-0.6
19290610,0.11,-0.44,-0.65,-0.96,-0.68,-0.29
19290611,-0.04,-0.19,0.87,-0.24,0.36,0.67
19290612,0.11,-0.14,1.18,0.07,-0.23,0.28
19290613,0.36,0.42,0.19,1.27,0.9,1.93
19290614,0.4,0.3,1.51,0.42,0.48,0.02
19290615,0.01,0.32,1.11,0.44,0.37,0.22
19290617,0.77,0.6,-0.22,1.6,0.91,1.77
19290618,0.02,0.3,-0.59,-0.08,-0.11,0.54
19290619,-0.55,-0.2,-0.42,-0.41,-0.42,-0.9
19290620,0.22,0.41,0.64,-0.24,0.38,0.68
19290621,0.13,0.51,0.92,1.22,0.69,0.65
19290622,0.57,0.39,0.07,0.09,0.05,0.51
19290624,0.01,-0.17,-0.33,-1.33,0.17,-0.49
19290625,-0.35,0.77,-0.13,0.26,0.73,1.09
19290626,0.22,0.13,1.15,0.02,0.5,0.69
19290627,-0.11,0.51,-0.02,-0.94,-0.22,0.47
19290628,-0.77,-0.28,0.38,0.08,0.88,1.28
19290629,0.74,0.65,0.29,0.01,0.69,1.24
19290701,0.36,0.17,-0.25,0.04,0.43,0.37
19290702,0.26,-0.21,1.41,0.51,1.02,1.25
19290703,0.4,0.62,0.63,0.18,0.31,0.38
19290705,1.03,0.82,-0.46,1.57,0.69,0.35
19290706,0.32,-0.29,0.38,0.36,0.14,0.27
19290708,1.66,0.33,0.65,0.05,0.4,-0.34
19290709,0.65,0.4,-0.11,-0.33,-0.06,0.21
19290710,-0.17,-0.15,-0.22,-0.61,-0.4,-0.22
19290711,-0.48,-0.44,-0.64,-0.35,-0.11,0.45
19290712,-0.27,-0.18,0.41,0.64,0.91,1.06
19290713,-0.19,0.69,0.62,-0.02,0.87,-0.04
19290715,-0.57,-0.38,-0.62,-0.64,-0.17,-0.56
19290716,0.4,-0.04,1.1,0.34,0.07,0.83
19290717,0.1,0.62,1.49,-0.15,0.3,0.06
19290718,-0.22,-0.06,0.28,-0.32,-0.39,0.04
19290719,-0.43,0.18,0.18,-0.46,0.44,0.4
19290720,0.15,0.54,0.27,0.07,-0.08,0.44
19290722,-1.19,-0.87,-1.46,-1.51,-1.22,-1.04
19290723,-0.56,0.2,1.25,1.62,1.09,1
19290724,-0.51,-0.55,-0.61,-1.07,-0.7,-0.21
19290725,-0.19,-0.41,-0.22,0.45,0.61,0.55
19290726,-0.59,-0.04,-0.14,-0.94,-0.9,-0.03
19290727,-0.26,-0.08,0.11,0.31,-0.4,-0.58
19290729,-1.11,-0.62,-1.33,-0.48,-0.93,-1.4
19290730,1.16,0.52,2.17,1.53,0.68,1
19290731,0.51,1.1,0.79,0.32,0.79,1.34
19290801,0.19,-0.17,0.33,-0.32,0.26,1.43
19290802,-0.22,-0.36,0.01,0.52,0.03,1.69
19290803,-0.28,-0.09,-0.19,2,-0.06,0.73
19290805,-1.35,-0.45,-0.51,-0.66,-0.51,-0.69
19290806,-0.7,0.37,-0.22,-0.3,-0.28,-0.63
19290807,-1.07,-0.03,-0.23,-1.45,-0.54,-1.11
19290808,0.06,-0.27,0.73,1.13,0.43,1.23
19290809,-3.3,-2.35,-4.01,-3.84,-2.62,-4.02
19290810,1.2,0.67,1.04,1.16,1.24,1.86
19290812,1.37,1.29,1.95,0.69,1.68,1.55
19290813,-0.09,-0.07,-0.04,0.22,0.36,1.04
19290814,-0.13,-0.48,-0.19,-0.6,0.31,0.16
19290815,0.21,0.15,0.08,1.27,0.36,0.2
19290816,1.9,0.71,0.62,1.84,2.85,1.56
19290817,0.5,0.85,0.25,-0.35,0.45,0.34
19290819,0.01,-0.01,0.2,0.52,-0.29,0.88
19290820,0.68,0.36,-0.29,-0.35,0.27,0.51
19290821,-0.77,-0.04,0.57,2.52,0.05,-0.86
19290822,-0.34,0.39,0.39,-0.12,0.88,1.13
19290823,-0.28,-0.03,0.26,0.91,0.77,1.26
19290824,-0.14,-0.09,-0.35,-0.1,0,0.43
19290826,-0.46,0.38,0.01,-1.06,0.32,-0.05
19290827,-0.26,0.55,0.28,-0.31,-0.22,0.06
19290828,0.14,0.03,0.05,0.45,0.17,-0.13
19290829,0.72,0.77,-0.28,-0.44,0.99,0.83
19290830,0.81,0.27,1.12,-0.36,0.63,1.46
19290903,-0.02,0.16,0.07,-0.37,-0.19,0.85
19290904,-0.51,-0.29,-0.75,2.68,-0.84,-0.66
19290905,-1.26,-1.25,-0.96,-2.06,-1.83,-2
19290906,0.67,0.67,2.95,4.96,1.73,2.13
19290907,0.36,0.1,0.67,0.24,0.37,0.2
19290909,-0.75,-0.06,-0.45,-1.93,-0.23,-0.58
19290910,-0.66,-0.67,-0.58,-2.04,-1.18,-2.03
19290911,0.21,0.09,0.33,0.84,1.26,1.28
19290912,0.09,-0.22,-0.52,-0.6,-0.98,-1.1
19290913,0.66,0.65,0.09,-0.4,0.35,0.19
19290914,0.64,-0.06,-0.37,0.08,0.24,0.18
19290916,0.84,0.05,1.05,2.75,0.7,1.21
19290917,-0.3,0.16,-0.16,-0.29,-0.9,-0.65
19290918,-0.61,-0.21,0.57,-0.79,0.07,0.72
19290919,-0.48,0.53,-0.02,-0.19,0.05,0.08
19290920,-0.71,-0.47,0,-1.3,-0.92,-0.78
19290921,-0.16,0.15,-0.11,-0.36,0.07,-0.26
19290923,-0.64,-0.29,-0.46,-1.63,-0.37,-0.16
19290924,-0.72,-0.72,-1.76,-1.16,-1.53,-1.5
19290925,-0.96,-0.93,-0.46,-0.26,-0.07,-0.11
19290926,0.91,0.63,1.4,0.4,0.33,1.36
19290927,-1.55,-1.58,-2.72,-3.05,-1.8,-2.7
19290928,0.13,-0.41,0,0.81,-0.18,0.58
19290930,-0.51,-0.18,0.11,-0.9,-0.28,-0.99
19291001,-1.39,-0.86,-1.46,-1.15,-0.56,-0.57
19291002,0.52,0.75,0.88,1.42,0.54,0.8
19291003,-2.65,-1.86,-2.94,-4.11,-3.05,-3.92
19291004,-3.2,-2.38,-3.13,-2.14,-0.96,-0.98
19291005,4.17,2.25,3.45,6.1,4.37,3.7
19291007,2.49,2.19,2.19,2.19,1.67,1.76
19291008,0.53,0.54,0.09,0,-0.53,0.2
19291009,-0.48,-0.47,-0.33,-0.62,-0.17,-0.09
19291010,0.35,0.77,2.05,-0.02,0.74,1.81
19291011,-0.2,0.74,0.03,-0.86,-0.38,-0.02
19291014,0.01,-0.24,-0.8,0.66,0.08,-0.77
19291015,-0.12,-0.3,-0.91,-1.29,-0.27,-0.79
19291016,-1.31,-1.34,-2.77,-2.52,-1.99,-3.62
19291017,-0.99,-0.69,0.52,1.05,0.63,1.57
19291018,-0.56,-0.53,-0.87,-2.47,-1.51,-2.66
19291019,-2.55,-1.83,-3.29,-2.9,-2.39,-2.88
19291021,-2.81,-1.61,-3.26,-2.5,-1.55,-0.96
19291022,2.22,1.13,3.2,0.48,1.48,2.16
19291023,-5.91,-4.34,-5.83,-5.81,-5.1,-5.85
19291024,-8.17,-6.15,-6.92,-7.06,-4,-3.11
19291025,2.81,1.71,0.71,0.08,2.01,1.06
19291026,1.99,0.62,0.39,1.18,0.41,-0.87
19291028,-10.66,-7.73,-10.76,-10.86,-9.24,-12.47
19291029,-14.45,-12.74,-11.44,-16.48,-10.71,-11.84
19291030,10.66,7.01,11.74,5.91,12.53,12.19
19291031,11,8.96,12.79,9.39,4.1,6.56
19291104,-1.17,-1.34,-4.52,-3,-3.12,-5.12
19291106,-7.91,-7.58,-8.85,-8.96,-8.1,-10.6
19291107,-3.09,-1.71,0.07,-0.95,1.35,3.56
19291108,3.25,2.97,1.08,1.95,0.51,-0.54
19291111,-3.33,-4.37,-4.79,-4.65,-4.47,-6.53
19291112,-8.81,-7.13,-6.45,-6.71,-5.34,-5.82
19291113,-9.32,-6.15,-9.35,-9.22,-5.62,-4.87
19291114,8.52,4.17,9.97,8.96,5.62,8.95
19291115,9.78,8.77,6.94,9.27,6.78,5.54
19291118,1.64,0.29,-0.66,-1.65,-0.47,-1.33
19291119,1.31,1.09,2.11,2.43,2.18,3.13
19291120,3.39,1.92,3.02,1.95,1.95,2.4
19291121,0.97,0.48,1.33,1.22,1.28,2.78
19291122,0.69,0.71,-0.25,0.54,-0.89,-0.41
